review_id,star_rating,helpful_votes,total_votes,vine,verified_purchase
R1FWWYZ2U0ZPJV,1,16,20,N,Y
R2OXH9DE8HD24W,3,31,36,N,N
R1PXUULGJ2ARI8,3,20,20,N,Y
R3KWL4C8F5RQZ1,2,36,40,N,N
R1D7HJ32ZW6SPA,1,20,22,N,N
R1JBIXNS87RU07,5,36,36,N,N
R3CCJBNKL9SV8,5,85,86,N,Y
R2U8F0GG9JXGJR,5,74,76,N,N
R25B96XUWXPSGN,1,66,72,N,N
RBPNXA0768Q13,1,32,38,N,N
R14H248GSJQCZR,3,22,23,N,N
RDDMRRJJWITVT,1,22,24,N,Y
R2H5U13UE5BK5M,1,58,59,N,Y
R12KQKSP5PYE6V,1,87,101,N,Y
R1MSHQM0NAK6UU,4,27,28,N,N
R1J1JG2ELUILU9,1,23,33,N,N
R32XW1ZUIYB3RD,3,78,83,N,N
R2OW4319YM3BYQ,1,30,34,N,N
R20243HWVK3MF3,3,164,180,N,Y
RPWVKER90CCM5,1,34,41,N,N
R1ZCT4D6VT5BSS,1,21,21,N,Y
R3QDRWZTGQPEDB,1,18,20,N,Y
R2LVVXTSYTJODL,5,20,22,N,Y
R30Q4UNRKQAPGC,1,26,30,N,Y
R3T028F6U4IRYC,1,34,39,N,N
R2LLY6TCWT2427,1,62,66,N,N
RQ2IO0QZ072MW,1,30,34,N,Y
R20454RUH08ZWO,1,303,324,N,N
R3JQJ9VT0V0MGG,1,101,108,N,N
RO1FQ3HA8PKP9,3,26,31,N,Y
R28EIR3Z6RRUNN,2,50,60,Y,N
RXEENL3N9MVKD,1,26,37,N,Y
R2OF25P9N631HU,1,33,36,N,Y
R26HOLBF5WQM7X,5,35,44,N,N
REZK15JCAHPSW,2,61,74,N,Y
R3HTXOF0CKAZ5G,1,20,25,N,Y
RP27UPRUWLEV8,1,48,90,N,Y
R16PUDOX2HO4CA,5,34,34,N,N
R1CXK4SGLJB4FE,1,15,20,N,Y
R200PI9TERZSN2,2,27,30,N,Y
R2VGJWQAWNYV0B,1,58,64,N,N
R3UDKI5QM52CFX,4,427,454,N,Y
R2Y5V1FU55XPJR,1,29,30,N,N
R2BNYI1CJ7NKO3,1,42,71,N,N
R12RBM16JIHNIB,4,27,31,N,N
R35YQHS8OZI4J8,1,34,39,N,Y
RVC5T0WD73PFE,3,47,50,N,N
R1MSFDMYUR0LMC,1,67,75,N,Y
R1R0O8SVJ2ZGRF,1,32,40,N,Y
RMXKAXWG5CDRN,1,16,20,N,N
RQJ9AZMN0RZC0,1,30,30,N,N
R3NIGP6TACSRX9,5,16,24,N,N
R30LEN0Q0TED9L,1,24,27,N,N
R2WNOPBT913QFA,2,20,22,N,N
RJLX1ARZG7FBW,1,33,34,N,Y
R2AW1GM9VET0EY,1,16,25,N,Y
R1M9ABN7V2P0FN,5,22,25,N,N
R2RZ18XGSLPF2W,1,20,37,N,Y
R13QABLNTGETML,2,12,21,N,N
R2M9V2XMOA5MEJ,1,19,20,N,Y
R3VYSKJD6TTUHT,5,58,62,N,N
R3TDDGYCZKE4IR,5,287,302,N,N
R280K23UVQH25F,2,214,238,N,N
R2G908XLS4JISS,5,20,20,N,N
RR0OCB73JLSFX,3,38,40,N,Y
RNLPGJ7279IE,3,30,36,N,N
R38Z96T2XNMHN7,3,87,90,N,N
R3GJGFTSDNVCHH,5,16,20,N,N
R2YO2RESXZEWOF,4,24,25,Y,N
R1YOD7NYMHYQ41,5,57,70,N,N
R1O58AL7A2NFX8,5,146,158,N,Y
R2APZDHXKG4441,4,26,28,N,Y
R17A3UL7L22B8B,3,18,20,N,N
RCE9613HD314A,1,62,67,N,Y
RHN5RD5TTU2S1,2,21,21,N,N
R1H33MLO0BM93J,5,18,21,N,Y
R2M9PDJ1XZGTAU,5,14,21,N,N
R3SHSLDOCAT7O5,5,28,30,N,N
RI26ITQG9DOUS,5,91,94,N,N
R3CASTFMZQP64W,5,75,76,N,Y
RGUSRB80CP9F8,2,18,21,N,Y
R3207EQH70D2H1,1,25,26,N,Y
R3G1PHGNTGBYU1,5,18,22,N,N
RHTOLK86IH5UB,1,61,67,N,Y
R25KGYYN6I58SX,5,129,140,N,Y
R3R3MI19D1KJDF,4,20,20,N,Y
R30TCX1Q46IFBX,2,20,20,N,N
R2DMUJ8GCWEVCG,5,28,29,N,N
R10VCXFBE7P93O,3,23,26,N,Y
R2NBJVGXSAIUP1,2,29,29,N,Y
R9G4FRPDJEB5I,1,17,21,N,N
R3H0WSWF3AJWUU,5,28,28,N,Y
R2RQS3HG7A1CP2,1,27,34,N,Y
RW6JX3P9TQ2H3,5,19,21,N,Y
R3NNFJYPAMAGK7,5,49,49,N,N
R1UL46EGKI6GMW,3,20,20,N,Y
R2IF119DHUIZRS,5,29,30,N,Y
R35LNPPSUBOM9R,1,21,23,N,Y
R2X9BMF1XJBON8,1,20,20,N,N
R3M8VN1574RJDR,1,15,20,N,Y
R2BD681FWLE3SR,1,77,80,N,N
R1KRRQY931HLDG,1,32,35,N,Y
R186FQVLJ8IHC3,2,29,30,N,N
R378EDG68MY0ZV,5,26,29,N,N
RJ3051ITPPOWM,5,52,56,N,N
R1DUZJH8V8US4B,1,20,22,N,Y
R3EHUF8O2LA52Y,1,26,26,N,Y
RLMOZVA2H2L7,4,30,31,N,Y
R8GEE2EW3D6S9,3,49,54,Y,N
R38NNY3NTCD59Z,1,15,23,N,N
R3T589R8WFMBGA,1,22,24,N,N
R1WJVRJJBDCYJE,1,37,43,N,N
R3SRGHW25K8STA,1,77,90,N,Y
R3PVALEUYPOAFB,4,27,30,N,Y
R2SQ7WFSLPIHC0,1,32,35,N,N
RNPOC061DM6SO,1,90,96,N,N
R33W9V1MX6WKPS,4,47,53,Y,N
R14E6MTW96GR1Y,5,25,25,N,Y
R3LC2N5OLXNRBQ,1,22,23,N,Y
RTBX8J0DFRWF5,5,27,28,N,Y
R15I4QEVAN4SUF,1,27,35,N,Y
RJNI8JVTHQ2BG,1,25,29,N,Y
R304VRR4LFQKTX,1,63,67,N,N
RSVQXDSBIHQJW,1,32,34,N,Y
R9YX7TGGPJAGT,1,17,29,N,N
R101Q6G8QBZJYH,4,71,74,N,Y
R2XF2LGNOPP18Z,5,37,46,N,N
R3S5Q1Z143IZE2,5,15,21,N,N
R24E3W2ZRIFG8C,5,91,93,Y,N
R38PE63LQPL9ZP,5,16,23,N,N
R1VZNSTRV9IE38,1,20,20,N,Y
R3C3UU3AWSPCPQ,1,13,20,N,N
R8K48IUJ0X53F,5,81,89,N,Y
R1ZUXW7R0E2YW6,2,47,55,N,Y
R1IXFYCYX0WRA8,1,39,44,N,N
R3JZSYE9GBDJNX,1,204,215,N,Y
R3FQ4ULD2GJNK9,5,28,30,N,Y
R23Z76M6ND53B4,1,32,36,N,Y
RKQ37NCOV7H82,1,23,26,N,N
R2LPPUYPL8A21Z,5,20,21,N,Y
R10PDM6CC4W3JT,4,21,25,N,Y
R3T7DYVTQ2JXDB,2,26,30,N,Y
R228DTF9C2WTVG,1,24,25,N,Y
R2KV36MEKO8B37,1,37,42,N,Y
R22PIWNWPS6Q80,5,30,30,N,Y
R1WN1HM38SLAGB,5,21,22,N,Y
RLPKR8DNTJCA7,1,25,25,N,N
R22QXSSUTNZ9P9,1,46,48,N,Y
R2S2O2SFPGBFP7,5,52,54,N,Y
R2DDZKBMGJRBNR,1,68,79,N,Y
RBEHF3B7KNKWN,1,45,50,N,Y
RF5HQFV1TTLZB,1,33,34,N,N
R2GKIVUVA6GQ2Y,2,22,22,N,N
R1WCM4VOY3G6BG,1,24,30,N,N
R3Q46WFLGE42HZ,1,23,25,N,Y
RFIR7HUQCCGMT,3,24,28,N,Y
R10XMBPXGO9O1O,1,25,25,N,N
R3915OM5PWKNDC,1,40,44,N,N
R37KK87WRA4WUP,1,60,63,N,Y
RR0NXVP3IRZSZ,1,23,24,N,N
RLFJ76L5VQ706,5,19,21,N,N
R1UBLYMIX9VOCY,5,37,38,N,Y
R3MJN9G5E0XI29,1,28,29,N,N
R1Q6RGTGN17L5L,1,20,22,N,N
R3FWZJ6IIMVQBV,4,20,21,N,N
R1357ETO7HONNM,1,36,39,N,Y
R3VN9D7LRTYQC5,1,23,44,N,Y
RHVI0O52716OT,1,28,31,N,N
R2OR3KIFFG4YWT,4,75,81,Y,Y
R2CDJMZKC7BO5G,1,17,23,N,N
R3JQGZH5KZM1W,2,35,36,N,N
R19VOVXDDQ1GI9,1,26,33,N,Y
R1G1AP031D2C90,1,37,38,N,N
R16M8YQR94BO9E,1,28,37,N,N
R3721H8D0F0KGW,1,35,36,N,N
RTXU4810DSB2J,1,21,22,N,N
R2H7BOW0Q7L2E8,1,19,21,N,Y
RF553TNOT43HO,1,19,20,N,N
R2Q95YEQCIG0MK,5,62,67,N,Y
R347K7D5EY4KDT,1,35,39,N,N
RP6EB93H2KXH0,1,23,24,N,Y
R1J2LTLW9U5O5T,1,27,32,N,N
R2JIDTM1UDS5ID,1,41,42,N,N
R2IJXTV85ZS9RR,1,19,21,N,Y
R1OPJYRMZJ8052,1,32,34,N,N
R1XYZ8E5P1XFGN,1,25,31,N,Y
R3A7RSI7B750PA,5,37,38,N,Y
R3IBSVIVA480E1,1,23,26,N,Y
R1AFZ6EZBFAKHJ,1,16,25,N,Y
R3DM52TOZUUS4H,1,22,22,N,Y
R1Q9Q3H7K7V90,4,19,20,N,Y
R2XBDPJ0WLB5ND,2,23,23,N,Y
R2NL0DVQZ1ROY7,1,38,42,N,N
R82GRM6F6O6WI,1,43,47,N,N
RKM1HVZI6KWUV,1,20,24,N,Y
RU88F4MY8HS1E,4,22,25,N,N
R2GB1H5KZE8S32,1,37,39,N,Y
R3FCAAJ3BCLCP6,1,58,62,N,Y
R1N4N5NW0Z4F1L,1,127,133,N,N
RNBOYW348R6JG,1,16,20,N,N
R3NM2N8E4I2TOB,2,433,475,N,N
R2I6C7CO9X1DI9,4,21,21,N,Y
R3FR5IWAK9P32C,1,21,22,N,Y
RJRYOBU0XSQW2,1,51,52,N,N
R8YY26E8X8920,1,22,23,N,Y
R3MVEFPITO2BPE,1,39,41,N,N
R15D3KCE0PAEMG,1,19,23,N,N
R265DGYAH7ST7H,2,31,33,N,Y
R2LDQDN5056KDA,5,17,30,N,Y
R35EQF9ZLAA69A,1,21,23,N,Y
RHT3TYJK6IXV1,1,38,43,N,Y
R1YGDC3608Q3U,1,59,67,N,Y
R7LYI9XYY329M,5,32,33,N,N
R28CMC4B7DTPQK,4,45,53,N,Y
R3RWKKV3E04DJP,1,29,30,N,N
R2QVKBAVCKLYGD,5,27,28,N,Y
R2U284SXI2Z1UF,1,29,30,N,N
R1R81ZBQS2CUH2,3,21,25,N,Y
RAGPDXL31BOW8,4,43,45,N,N
R2T26D9UZCB2TA,5,39,39,N,N
R39019D2TWYZ62,1,409,430,N,N
R23HTYLWWP0GMP,1,19,21,N,N
R2IORXFQ1ZW2Q1,1,20,21,N,Y
R2SN2CLF0YOMX8,1,29,30,N,N
R1FVA98EX1Y6IE,5,30,30,N,Y
R10D46FFBJG3BQ,1,19,20,N,N
RGEIDVQV14NE4,5,66,70,N,Y
R32IWR22SIGCW0,1,16,20,N,Y
RWFC03JF2O33L,1,29,31,N,N
R15GJKS5PWSDII,1,25,26,N,N
R2KE83JN9S0NWU,1,15,22,N,Y
RRQC1G3MD2RT4,1,115,127,N,N
RI9B0LEUF0D34,2,11,22,N,Y
R2QBMEVWGL5I5D,5,18,21,N,Y
R3NB07YLFXGWN4,1,21,23,N,Y
R37QDXARX90Y4U,1,23,24,N,N
RDWO2256J52CK,1,81,86,N,N
R3B7CT7QBMIWRP,1,20,21,N,N
R10C70HUV1Q8ZH,1,21,22,N,N
R1H0E0NB6451Y4,4,28,29,N,N
R3GZATP0ZZR4UR,1,23,24,N,N
R36QG4PYGIWWVC,1,62,68,N,Y
R2JJJWTJVQKQG1,1,17,20,N,N
R26N6850G1A9ZX,5,27,28,N,N
R1RLJAAFOA5MMS,2,25,27,Y,N
RWH2DNUVHNPH3,5,37,41,N,Y
RS9WR1F5LQRPT,1,94,101,N,Y
RU0M42964ID6Q,5,20,22,N,Y
RG3MA1JT5OAWV,1,24,25,N,Y
R8P1BIC7EI6KY,1,22,22,N,N
R258CE6TAAG2OD,1,37,39,N,Y
R2W28XAFVWLTZ3,1,28,29,N,N
R3R317SFEAG9IS,1,22,22,N,N
R1XF6YFRO4G4L6,1,22,23,N,N
R2SW84G2A2T1M4,1,24,26,N,N
R8HRBF3WFHM3M,1,21,22,N,N
R3G9TXC34D5958,5,18,21,N,Y
R3UYIZR3QSE4TM,1,28,29,N,N
R1GVHEWWXELOTW,3,22,23,N,N
R2K7MC7BBVCO4B,1,28,28,N,N
RIMI9P1CT084O,1,40,43,N,N
R16H9N90OBF9E3,3,15,28,N,Y
R3F6BIF73PEREC,5,26,26,N,N
R2KIAZ75FEC10M,1,36,41,N,Y
RWMGGI8I567H6,5,96,98,N,Y
R3JF22OFFM0KEC,5,22,24,N,Y
R1RPV05V103PFQ,1,24,24,N,N
R1EROEYVZRHEUR,2,53,56,N,N
R30ZKOD3D9AV8T,1,25,25,N,N
R2ARA3Y9HTD886,1,22,24,N,N
R2FS6A3PRE5EDQ,1,21,23,N,Y
RLC2E3MLV8GD6,1,27,30,N,Y
R1Q33AWZVYCEPT,5,26,27,N,Y
R37BJKOAQH0VUJ,1,90,92,N,N
R38DYJXW9F994N,1,28,29,N,N
R1UFIV4PGGDVJT,1,22,39,N,Y
ROPA853VUXMTH,1,38,38,N,Y
R2G9GZ3UDM0Q8O,1,27,29,N,Y
R2FL3RN6CH3PPW,5,48,49,N,N
R2X2IP776UIZ25,1,95,96,N,Y
R1ID72CE5E41X0,5,192,196,N,N
R1T5NCHOE7WAAG,1,30,35,N,N
RYXUXH0RD2V8Y,1,26,28,N,N
R39EVKXKX4ZIEX,1,22,24,N,N
R1LKLJ6NLLYHWS,1,76,77,N,N
R2ZFS780B638UW,1,61,64,N,Y
R38WUC869FPO0R,1,24,24,N,N
R1K8QHWHIDR8G6,1,23,25,N,N
R2FOLS5OLDOI44,4,26,29,N,Y
R2D8EUI5OH8PZS,1,43,59,N,Y
R1L0IYHMJ60QVU,1,45,47,N,N
R2NBEGRP5YRHFT,1,34,34,N,N
R3BCC31IH1IE56,1,40,42,N,N
R1UZJ4CWQ1NFZE,1,27,28,N,N
R1SXX11JBRCF3G,1,22,24,N,Y
R3KC9HPW3LH4T7,1,79,84,N,Y
R2Q932RA14WD7I,1,24,24,N,N
R1Z7GY2NV2O8S2,1,48,51,N,N
RA9GCDM5Z8V34,1,22,22,N,Y
R7RV8IWCMWVDP,2,32,35,N,Y
R29T0LD0YPG3XW,5,67,73,N,Y
R2O8XY3NV7O2KA,1,33,36,N,N
R5LPP4I59NN1C,5,101,105,N,Y
R2JBS15U09QD05,1,28,30,N,N
RXQGCIFGCQYW8,1,28,31,N,N
R2KB739DQVVLVB,5,121,136,N,N
R4KWJ50K43UI4,1,24,24,N,N
RIOS4G5S83OP2,5,45,48,N,Y
R12JRXJST2U84D,1,34,38,N,N
R3RC6GBMP9QQFW,4,18,22,N,Y
R263PQ2PF6HGJ4,1,22,25,N,N
R3GA0KV132KLM9,1,353,361,N,N
R1B7BCN764ZAMI,1,22,26,N,N
R3TGO6CZCCMMWW,1,24,25,N,Y
RLEGBXA36UXXY,1,49,51,N,Y
R358NL5FQ4VS2V,1,43,45,N,N
RHFDWG84PPGKG,1,30,31,N,Y
R3QGNXV1BTSU0I,1,52,56,N,N
R2F684BSGHTSSP,1,41,43,N,Y
R1RY8AADSZ3PWX,1,22,22,N,Y
RZ73KC28S0FFZ,4,85,103,N,Y
R2BALQ9LIRDLYI,1,30,31,N,Y
R1X1LVP93DNNOT,1,34,36,N,N
R92ESR57VGF56,5,62,64,N,N
RPCO96EC54BG0,5,39,44,N,N
R2QE6IQ9LEC2BX,1,31,31,N,N
R1B7FGMDU7L298,1,25,27,N,Y
R3CEZXFZJ44G1R,1,36,39,N,N
R2OCBMQ42FIYZN,1,14,22,N,N
R1G6QSLGMK1KQ8,1,39,40,N,N
R3LAMCKQ7J2A7M,5,116,120,N,Y
R2TMWM6472SSAN,1,25,29,N,N
R145DYYKVJQ8QY,1,21,26,N,Y
R2CS7EZ6UMUUML,5,24,25,N,Y
RZNPES9DAYCIM,2,41,41,N,N
R29L933K86TYNT,5,32,35,N,Y
RLYF1YOA0NE7U,1,90,91,N,Y
R321DP103ORYD0,1,21,23,N,Y
R1TBF6IDS7JHSB,1,271,283,N,Y
R3BX0XHWRJZBOP,1,31,32,N,N
R103917ATQAX1S,1,34,37,N,Y
R2HHKYAGIOLM2A,1,83,83,N,N
R111Z2HTBDUQJQ,1,22,22,N,N
R2CLOKK2KDOS0X,1,60,61,N,N
R1WXX935WSMQG4,1,79,82,N,N
R3K6SGW8EBED3S,1,23,24,N,Y
R1MK12JRHBVGQ4,3,22,23,N,Y
RUYCS266R8CEU,1,46,47,N,N
R2CKG834MUP7WN,1,85,86,N,Y
R2DZ2NC549LAJ3,1,40,42,N,Y
R3N333P72QL2VT,1,23,40,N,N
R2QQ3VJ6CF3B42,4,75,82,N,N
R3I9PDBRFB4I6D,2,37,38,N,Y
R2Z08IJD5ZECFQ,1,30,32,N,N
R25K0TQ84QWBE2,1,19,21,N,N
R2C27GYG0MX0B1,1,20,20,N,Y
R3JRGKS6SSK4MP,1,275,290,N,Y
R2YXCXLW2L3UU7,1,436,456,N,N
R3E1O5959S6LIN,1,210,223,N,Y
R2EM29O9V0QKXT,1,299,314,N,Y
RPB7AEB095YQV,1,49,53,N,N
R1OKL7ZGJ89FAC,4,39,43,N,Y
R3OLUOY1ZT00UJ,2,24,24,N,Y
R2K5QCIT4H1SFX,5,102,105,N,Y
RVYHD7IZ7W99B,1,78,78,Y,N
R12EV95D2T56HA,5,37,37,Y,N
R1Q2G1WGVDXVKN,1,46,49,N,N
RVWIGHR0I181Q,5,16,20,N,Y
R24KFCSYH23J7H,1,127,137,N,N
RS4Z81H1QDKQJ,1,43,47,N,N
RS1OH6YHWBEK8,1,402,413,N,N
R25R124MOLOBJJ,1,49,52,N,N
R3LFW7JSEJT5EI,1,28,28,N,Y
R2N3WHDRDFYAFA,2,70,77,N,Y
RE6FDDRRYS44V,1,56,59,N,Y
R2DHN5ZM5LUJ1H,2,34,35,N,Y
R2ZEAQ7OTMXQPA,1,29,29,N,N
R23R5IQVZ6D9MI,1,48,71,N,Y
RLZZN11BZUTZV,1,27,32,N,Y
R8N5P5WIIA270,1,85,85,N,N
R1AKVEZ7BHUFKC,1,57,62,N,Y
R2TQP43DFHHK7I,1,36,38,N,N
R2SZHSSZE8TDVS,1,40,59,N,Y
R2URB8Z19IEXKP,1,63,64,N,N
R21E37E7398Z8G,1,36,45,N,N
R3KYIYEE6F11IX,4,117,123,N,Y
R1GWUX9EYRJ1BF,1,61,67,N,N
R1RLKX4FQ9PAI6,1,42,46,N,Y
R3Q3EPG44V36NV,1,20,22,N,N
R1S5KSYGN437LH,1,35,36,N,N
R22FWLA92R4WSO,1,22,26,N,N
R9UDN1P5OTYJI,1,25,28,N,N
RRJ89J9DZY75I,2,713,861,N,Y
R1WVDPA8PDRY5J,1,30,32,N,N
R1O8GUN58KP3H3,1,37,39,N,N
R35R4LR7CZSIZD,1,46,47,N,N
R32OIR06AQF0Q,1,94,98,N,N
R1II9IUCRYP0LT,1,23,33,N,N
RWGGKASBU9K82,3,33,35,N,N
R3IP719EZNC8NS,2,42,44,N,N
RJJG985W3P2L7,1,39,39,N,Y
R302KMQSA0QZYU,1,85,85,N,N
R1QLPLFYYQIU5D,1,17,20,N,Y
R3CAISSMZVFEPG,2,26,33,N,N
RG7WV745SB42O,1,26,26,N,N
R30F0GWQZPG390,5,286,290,N,Y
RQ7BTSW8BP004,1,35,35,N,N
R2IVMIHZBJK0UH,1,32,60,N,Y
R1GIF6DZ3DG8OJ,2,42,46,N,Y
R1VMANEZTCH28T,1,41,43,N,N
R5VXJ3IJKMJR3,1,70,72,N,N
R1GIP3YMNSVRP4,1,339,363,N,Y
R31BR8LRB90B3X,5,63,66,N,Y
R1WOZZBKKOI6ZR,1,72,75,N,Y
R3OUV2DEXQWCA3,1,19,22,N,N
R3A1F1Y33NX5J9,1,34,35,N,N
R3V1GWPQ7241UL,1,69,72,N,N
R3KRVSTYOVTBIM,1,37,39,N,N
R3OB7LGMY069UR,1,331,352,N,N
R1NEVS6OQPWT6O,2,13,20,N,N
R2X9IPH7LY3CE8,1,43,46,N,Y
R308L3RYQTTM6T,2,66,69,N,Y
R1ARWGUZO548GO,2,57,58,N,Y
R7N8SXC2XCVEH,3,45,54,N,Y
R13G3Q332ESFHL,2,92,100,N,N
R9EOELOVWW1X0,3,28,31,N,N
R1MXFKN1HL3CE5,1,42,44,N,N
R300PXBDGZOJ7Z,1,18,25,N,Y
R17920RHDOLUMX,1,29,35,N,Y
RMXGKYZEF6EPS,1,69,72,N,N
R3LIOMH5F1ULW1,1,173,181,N,N
ROFNOAJZJTA21,5,40,42,N,Y
R24WXC9UUDKOAQ,1,57,112,N,N
R2AK2EFNY4Z07G,2,18,20,N,N
R296NVZGV4VZLP,5,41,44,Y,N
R1R0GYHQ8K1WKI,2,25,26,N,N
R1IXVDAXMM6VQN,2,72,78,N,Y
R30I6YPX9J3O41,1,231,239,N,N
R1KVJHSIUEKDLG,1,392,421,N,Y
RCZ0B9YYKV3V2,1,24,26,N,Y
RLJPGO3YMKSI6,5,24,27,Y,N
R39C98I7CZ8OCU,1,128,131,N,N
RA15EIP491VM2,3,75,86,N,Y
R3HKQHQWNBUEQG,3,19,24,N,Y
R1ZP7OQELYMT63,1,1037,1066,N,N
R28PE4LGJ0PUNK,2,244,267,N,N
R23FOGF1OXY0PP,1,30,30,N,N
R1B51W9QRYV9Q3,1,63,69,N,N
R3H2LS1HEKBUMV,1,30,33,N,N
R2GCKE5EL4N1W6,1,303,318,N,N
RDDNMHF7AGRK,5,484,492,N,Y
RSP37JSOWZS94,1,123,129,N,N
R33KYYMINUELQA,2,23,23,Y,N
R110IY9MVCMVVN,1,220,243,N,N
R2KEZPM8IAT0YP,1,46,47,N,N
R1LKNKR4VXZIVU,1,33,40,N,N
R3IR13DIDR5JIR,1,39,39,N,Y
R2V6ZPHSBEXKG3,1,133,134,N,Y
R22D57HG4NUOPH,1,35,38,N,Y
R14SE03HJUVCEQ,1,66,73,N,N
R35HDWBASAV4R9,1,156,166,N,Y
R1245GLQ2SEYR6,1,1142,1180,N,N
R2CZAA83H36K9P,1,754,788,N,N
R1JQSZ9KU2C3IC,1,32,36,N,N
RVB5B8JH3TDM0,1,69,74,N,Y
R2RXIV30CRQO87,1,194,211,N,N
RSLHCC9DYCSKO,1,25,29,N,N
R1UOKX5FWEBTD2,5,134,136,N,Y
R19RAROVF2F5TF,4,61,63,N,N
R1PQ5PCAEGLVAP,1,94,104,N,N
RNNE1AAL4XU7W,4,60,64,Y,N
R24EZZ87DW7YJL,1,288,306,N,N
REOLEWNDCZVMB,3,35,43,N,Y
R2MLX8U4ONMROC,1,16,23,N,N
R1A579XU3114JN,1,300,311,N,Y
R36SXHZXFBQXD2,1,36,38,N,N
RC38M96UFDOOI,3,78,87,Y,N
R2KEP31S3I085W,1,20,25,N,N
RN84HTIZEI2L6,1,483,496,N,Y
R338FOK67NZ2R1,5,21,40,N,Y
RGP2A3IHOTX7O,1,33,43,N,Y
